,n_sim,Equipo,Desc,Motivo
1077,360,Coquimbo Unido,1,Último Absoluta
1078,360,Iquique,2,Último Ponderada
1079,360,Colo-Colo,3,Partido Ant Abs vs Pen Pon
1080,361,Iquique,1,Último Absoluta
1081,361,Universidad de Concepción,2,Penúltimo Ponderada
1082,361,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1083,362,Iquique,1,Último Absoluta
1084,362,Universidad de Concepción,2,Penúltimo Ponderada
1085,362,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1086,363,Coquimbo Unido,1,Último Absoluta
1087,363,Universidad de Concepción,2,Último Ponderada
1088,363,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1089,364,Iquique,1,Último Absoluta
1090,364,Universidad de Concepción,2,Penúltimo Ponderada
1091,364,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1092,365,Coquimbo Unido,1,Último Absoluta
1093,365,Iquique,2,Último Ponderada
1094,365,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1095,366,Coquimbo Unido,1,Último Absoluta
1096,366,Universidad de Concepción,2,Último Ponderada
1097,366,Iquique,3,Partido Pen Abs vs Pen Pon
1098,367,Coquimbo Unido,1,Último Absoluta
1099,367,Iquique,2,Último Ponderada
1100,367,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1101,368,Coquimbo Unido,1,Último Absoluta
1102,368,Iquique,2,Último Ponderada
1103,368,La Serena,3,Partido Ant Abs vs Pen Pon
1104,369,Iquique,1,Último Absoluta
1105,369,Universidad de Concepción,2,Penúltimo Ponderada
1106,369,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1107,370,Iquique,1,Último Absoluta
1108,370,Universidad de Concepción,2,Penúltimo Ponderada
1109,370,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1110,371,Colo-Colo,1,Último Absoluta
1111,371,Universidad de Concepción,2,Último Ponderada
1112,371,Audax Italiano,3,Partido Pen Abs vs Pen Pon
1113,372,Iquique,1,Último Absoluta
1114,372,Universidad de Concepción,2,Penúltimo Ponderada
1115,372,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1116,373,Colo-Colo,1,Último Absoluta
1117,373,Iquique,2,Último Ponderada
1118,373,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1119,374,Coquimbo Unido,1,Último Absoluta
1120,374,Universidad de Concepción,2,Último Ponderada
1121,374,Iquique,3,Partido Pen Abs vs Pen Pon
1122,375,Coquimbo Unido,1,Último Absoluta
1123,375,Iquique,2,Último Ponderada
1124,375,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1125,376,Iquique,1,Último Absoluta
1126,376,Universidad de Concepción,2,Penúltimo Ponderada
1127,376,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1128,377,Coquimbo Unido,1,Último Absoluta
1129,377,Universidad de Concepción,2,Último Ponderada
1130,377,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1131,378,Colo-Colo,1,Último Absoluta
1132,378,Universidad de Concepción,2,Último Ponderada
1133,378,Iquique,3,Partido Pen Abs vs Pen Pon
1134,379,Colo-Colo,1,Último Absoluta
1135,379,Universidad de Concepción,2,Último Ponderada
1136,379,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1137,380,Iquique,1,Último Absoluta
1138,380,Universidad de Concepción,2,Último Ponderada
1139,380,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1140,381,Colo-Colo,1,Último Absoluta
1141,381,Universidad de Concepción,2,Último Ponderada
1142,381,Iquique,3,Partido Pen Abs vs Pen Pon
1143,382,Coquimbo Unido,1,Último Absoluta
1144,382,Universidad de Concepción,2,Último Ponderada
1145,382,Audax Italiano,3,Partido Pen Abs vs Pen Pon
1146,383,Iquique,1,Último Absoluta
1147,383,Universidad de Concepción,2,Penúltimo Ponderada
1148,383,Everton,3,Partido Pen Abs vs Ant Pon
1149,384,Coquimbo Unido,1,Último Absoluta
1150,384,Iquique,2,Último Ponderada
1151,384,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1152,385,Coquimbo Unido,1,Último Absoluta
1153,385,Iquique,2,Último Ponderada
1154,385,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1155,386,Colo-Colo,1,Último Absoluta
1156,386,Iquique,2,Último Ponderada
1157,386,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1158,387,Coquimbo Unido,1,Último Absoluta
1159,387,Universidad de Concepción,2,Último Ponderada
1160,387,Iquique,3,Partido Pen Abs vs Pen Pon
1161,388,Coquimbo Unido,1,Último Absoluta
1162,388,Iquique,2,Último Ponderada
1163,388,Cobresal,3,Partido Ant Abs vs Pen Pon
1164,389,Iquique,1,Último Absoluta
1165,389,Universidad de Concepción,2,Penúltimo Ponderada
1166,389,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1167,390,Iquique,1,Último Absoluta
1168,390,Universidad de Concepción,2,Penúltimo Ponderada
1169,390,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1170,391,Iquique,1,Último Absoluta
1171,391,Universidad de Concepción,2,Penúltimo Ponderada
1172,391,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1173,392,Iquique,1,Último Absoluta
1174,392,Universidad de Concepción,2,Penúltimo Ponderada
1175,392,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1176,393,Coquimbo Unido,1,Último Absoluta
1177,393,Universidad de Concepción,2,Último Ponderada
1178,393,Iquique,3,Partido Pen Abs vs Pen Pon
1179,394,Coquimbo Unido,1,Último Absoluta
1180,394,Iquique,2,Último Ponderada
1181,394,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1182,395,Iquique,1,Último Absoluta
1183,395,Universidad de Concepción,2,Penúltimo Ponderada
1184,395,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1185,396,Iquique,1,Último Absoluta
1186,396,Universidad de Concepción,2,Penúltimo Ponderada
1187,396,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1188,397,Coquimbo Unido,1,Último Absoluta
1189,397,Iquique,2,Último Ponderada
1190,397,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1191,398,Coquimbo Unido,1,Último Absoluta
1192,398,Iquique,2,Último Ponderada
1193,398,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1194,399,Coquimbo Unido,1,Último Absoluta
1195,399,Universidad de Concepción,2,Último Ponderada
1196,399,Iquique,3,Partido Pen Abs vs Pen Pon
1197,400,Iquique,1,Último Absoluta
1198,400,Universidad de Concepción,2,Último Ponderada
1199,400,Universidad de Chile,3,Partido Ant Abs vs Ant Pon
1200,401,Coquimbo Unido,1,Último Absoluta
1201,401,Iquique,2,Último Ponderada
1202,401,Colo-Colo,3,Partido Ant Abs vs Pen Pon
1203,402,Colo-Colo,1,Último Absoluta
1204,402,Universidad de Concepción,2,Último Ponderada
1205,402,La Serena,3,Partido Ant Abs vs Pen Pon
1206,403,Coquimbo Unido,1,Último Absoluta
1207,403,Iquique,2,Último Ponderada
1208,403,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1209,404,Coquimbo Unido,1,Último Absoluta
1210,404,Universidad de Concepción,2,Último Ponderada
1211,404,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1212,405,Iquique,1,Último Absoluta
1213,405,Universidad de Concepción,2,Penúltimo Ponderada
1214,405,Curicó Unido,3,Partido Pen Abs vs Ant Pon
1215,406,Iquique,1,Último Absoluta
1216,406,Universidad de Concepción,2,Penúltimo Ponderada
1217,406,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1218,407,Iquique,1,Último Absoluta
1219,407,Universidad de Concepción,2,Penúltimo Ponderada
1220,407,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1221,408,Iquique,1,Último Absoluta
1222,408,Universidad de Concepción,2,Penúltimo Ponderada
1223,408,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1224,409,Iquique,1,Último Absoluta
1225,409,Universidad de Concepción,2,Penúltimo Ponderada
1226,409,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1227,410,Coquimbo Unido,1,Último Absoluta
1228,410,Universidad de Concepción,2,Último Ponderada
1229,410,Iquique,3,Partido Pen Abs vs Pen Pon
1230,411,Coquimbo Unido,1,Último Absoluta
1231,411,Iquique,2,Último Ponderada
1232,411,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1233,412,Coquimbo Unido,1,Último Absoluta
1234,412,Universidad de Concepción,2,Último Ponderada
1235,412,Iquique,3,Partido Pen Abs vs Pen Pon
1236,413,Colo-Colo,1,Último Absoluta
1237,413,Universidad de Concepción,2,Último Ponderada
1238,413,Iquique,3,Partido Pen Abs vs Pen Pon
1239,414,Coquimbo Unido,1,Último Absoluta
1240,414,Iquique,2,Último Ponderada
1241,414,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1242,415,Coquimbo Unido,1,Último Absoluta
1243,415,Iquique,2,Último Ponderada
1244,415,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1245,416,Iquique,1,Último Absoluta
1246,416,Universidad de Concepción,2,Penúltimo Ponderada
1247,416,La Serena,3,Partido Pen Abs vs Ant Pon
1248,417,Iquique,1,Último Absoluta
1249,417,Universidad de Concepción,2,Penúltimo Ponderada
1250,417,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1251,418,Coquimbo Unido,1,Último Absoluta
1252,418,Iquique,2,Último Ponderada
1253,418,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1254,419,Coquimbo Unido,1,Último Absoluta
1255,419,Iquique,2,Último Ponderada
1256,419,La Serena,3,Partido Ant Abs vs Pen Pon
1257,420,Coquimbo Unido,1,Último Absoluta
1258,420,Iquique,2,Último Ponderada
1259,420,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1260,421,Coquimbo Unido,1,Último Absoluta
1261,421,Iquique,2,Último Ponderada
1262,421,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1263,422,Colo-Colo,1,Último Absoluta
1264,422,Universidad de Concepción,2,Último Ponderada
1265,422,Iquique,3,Partido Pen Abs vs Pen Pon
1266,423,Coquimbo Unido,1,Último Absoluta
1267,423,Iquique,2,Último Ponderada
1268,423,Colo-Colo,3,Partido Ant Abs vs Pen Pon
1269,424,Coquimbo Unido,1,Último Absoluta
1270,424,Universidad de Concepción,2,Último Ponderada
1271,424,Iquique,3,Partido Pen Abs vs Pen Pon
1272,425,Iquique,1,Último Absoluta
1273,425,Universidad de Concepción,2,Penúltimo Ponderada
1274,425,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1275,426,Iquique,1,Último Absoluta
1276,426,Universidad de Concepción,2,Penúltimo Ponderada
1277,426,Curicó Unido,3,Partido Pen Abs vs Ant Pon
1278,427,Coquimbo Unido,1,Último Absoluta
1279,427,Iquique,2,Último Ponderada
1280,427,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1281,428,Iquique,1,Último Absoluta
1282,428,Universidad de Concepción,2,Penúltimo Ponderada
1283,428,Universidad de Chile,3,Partido Ant Abs vs Ant Pon
1284,429,Iquique,1,Último Absoluta
1285,429,Universidad de Concepción,2,Penúltimo Ponderada
1286,429,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1287,430,Coquimbo Unido,1,Último Absoluta
1288,430,Iquique,2,Último Ponderada
1289,430,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1290,431,Colo-Colo,1,Último Absoluta
1291,431,Universidad de Concepción,2,Último Ponderada
1292,431,Iquique,3,Partido Pen Abs vs Pen Pon
1293,432,Coquimbo Unido,1,Último Absoluta
1294,432,Iquique,2,Último Ponderada
1295,432,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1296,433,Coquimbo Unido,1,Último Absoluta
1297,433,Universidad de Concepción,2,Último Ponderada
1298,433,Iquique,3,Partido Pen Abs vs Pen Pon
1299,434,Coquimbo Unido,1,Último Absoluta
1300,434,Iquique,2,Último Ponderada
1301,434,Colo-Colo,3,Partido Ant Abs vs Pen Pon
1302,435,Coquimbo Unido,1,Último Absoluta
1303,435,Iquique,2,Último Ponderada
1304,435,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1305,436,Coquimbo Unido,1,Último Absoluta
1306,436,Iquique,2,Último Ponderada
1307,436,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1308,437,Iquique,1,Último Absoluta
1309,437,Universidad de Concepción,2,Penúltimo Ponderada
1310,437,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1311,438,Iquique,1,Último Absoluta
1312,438,Universidad de Concepción,2,Penúltimo Ponderada
1313,438,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1314,439,Iquique,1,Último Absoluta
1315,439,Universidad de Concepción,2,Penúltimo Ponderada
1316,439,Antofagasta,3,Partido Pen Abs vs Ant Pon
1317,440,Coquimbo Unido,1,Último Absoluta
1318,440,Iquique,2,Último Ponderada
1319,440,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1320,441,Iquique,1,Último Absoluta
1321,441,Universidad de Concepción,2,Último Ponderada
1322,441,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1323,442,Coquimbo Unido,1,Último Absoluta
1324,442,Iquique,2,Último Ponderada
1325,442,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1326,443,Coquimbo Unido,1,Último Absoluta
1327,443,Universidad de Concepción,2,Último Ponderada
1328,443,Iquique,3,Partido Pen Abs vs Pen Pon
1329,444,Iquique,1,Último Absoluta
1330,444,Universidad de Concepción,2,Penúltimo Ponderada
1331,444,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1332,445,Iquique,1,Último Absoluta
1333,445,Universidad de Concepción,2,Penúltimo Ponderada
1334,445,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1335,446,Iquique,1,Último Absoluta
1336,446,Universidad de Concepción,2,Penúltimo Ponderada
1337,446,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1338,447,Colo-Colo,1,Último Absoluta
1339,447,Universidad de Concepción,2,Último Ponderada
1340,447,Iquique,3,Partido Pen Abs vs Pen Pon
1341,448,Iquique,1,Último Absoluta
1342,448,Universidad de Concepción,2,Último Ponderada
1343,448,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1344,449,Colo-Colo,1,Último Absoluta
1345,449,Universidad de Concepción,2,Último Ponderada
1346,449,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1347,450,Colo-Colo,1,Último Absoluta
1348,450,Universidad de Concepción,2,Último Ponderada
1349,450,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1350,451,Iquique,1,Último Absoluta
1351,451,Universidad de Concepción,2,Penúltimo Ponderada
1352,451,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1353,452,Colo-Colo,1,Último Absoluta
1354,452,Universidad de Concepción,2,Último Ponderada
1355,452,La Serena,3,Partido Ant Abs vs Pen Pon
1356,453,Iquique,1,Último Absoluta
1357,453,Universidad de Concepción,2,Penúltimo Ponderada
1358,453,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1359,454,Coquimbo Unido,1,Último Absoluta
1360,454,Iquique,2,Último Ponderada
1361,454,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1362,455,Coquimbo Unido,1,Último Absoluta
1363,455,Iquique,2,Último Ponderada
1364,455,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1365,456,Iquique,1,Último Absoluta
1366,456,Universidad de Concepción,2,Penúltimo Ponderada
1367,456,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1368,457,Coquimbo Unido,1,Último Absoluta
1369,457,Universidad de Concepción,2,Último Ponderada
1370,457,Iquique,3,Partido Pen Abs vs Pen Pon
1371,458,Coquimbo Unido,1,Último Absoluta
1372,458,Iquique,2,Último Ponderada
1373,458,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1374,459,Colo-Colo,1,Último Absoluta
1375,459,Universidad de Concepción,2,Último Ponderada
1376,459,Iquique,3,Partido Pen Abs vs Pen Pon
1377,460,Coquimbo Unido,1,Último Absoluta
1378,460,Universidad de Concepción,2,Último Ponderada
1379,460,Iquique,3,Partido Pen Abs vs Pen Pon
1380,461,Colo-Colo,1,Último Absoluta
1381,461,Universidad de Concepción,2,Último Ponderada
1382,461,Iquique,3,Partido Pen Abs vs Pen Pon
1383,462,Coquimbo Unido,1,Último Absoluta
1384,462,Iquique,2,Último Ponderada
1385,462,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1386,463,Coquimbo Unido,1,Último Absoluta
1387,463,Universidad de Concepción,2,Último Ponderada
1388,463,Audax Italiano,3,Partido Pen Abs vs Pen Pon
1389,464,Coquimbo Unido,1,Último Absoluta
1390,464,Universidad de Concepción,2,Último Ponderada
1391,464,Iquique,3,Partido Pen Abs vs Pen Pon
1392,465,Coquimbo Unido,1,Último Absoluta
1393,465,Universidad de Concepción,2,Último Ponderada
1394,465,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1395,466,Iquique,1,Último Absoluta
1396,466,Universidad de Concepción,2,Último Ponderada
1397,466,Curicó Unido,3,Partido Pen Abs vs Ant Pon
1398,467,Coquimbo Unido,1,Último Absoluta
1399,467,Universidad de Concepción,2,Último Ponderada
1400,467,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1401,468,Coquimbo Unido,1,Último Absoluta
1402,468,Universidad de Concepción,2,Último Ponderada
1403,468,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1404,469,Coquimbo Unido,1,Último Absoluta
1405,469,Universidad de Concepción,2,Último Ponderada
1406,469,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1407,470,Colo-Colo,1,Último Absoluta
1408,470,Iquique,2,Último Ponderada
1409,470,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1410,471,Iquique,1,Último Absoluta
1411,471,Universidad de Concepción,2,Penúltimo Ponderada
1412,471,Everton,3,Partido Pen Abs vs Ant Pon
1413,472,Coquimbo Unido,1,Último Absoluta
1414,472,Universidad de Concepción,2,Último Ponderada
1415,472,Iquique,3,Partido Pen Abs vs Pen Pon
1416,473,Coquimbo Unido,1,Último Absoluta
1417,473,Iquique,2,Último Ponderada
1418,473,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1419,474,Iquique,1,Último Absoluta
1420,474,Universidad de Concepción,2,Penúltimo Ponderada
1421,474,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1422,475,Coquimbo Unido,1,Último Absoluta
1423,475,Iquique,2,Último Ponderada
1424,475,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1425,476,Colo-Colo,1,Último Absoluta
1426,476,Iquique,2,Último Ponderada
1427,476,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
1428,477,Coquimbo Unido,1,Último Absoluta
1429,477,Universidad de Concepción,2,Último Ponderada
1430,477,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1431,478,Coquimbo Unido,1,Último Absoluta
1432,478,Universidad de Concepción,2,Último Ponderada
1433,478,Iquique,3,Partido Pen Abs vs Pen Pon
1434,479,Coquimbo Unido,1,Último Absoluta
1435,479,Universidad de Concepción,2,Último Ponderada
1436,479,Iquique,3,Partido Pen Abs vs Pen Pon
1437,480,Coquimbo Unido,1,Último Absoluta
1438,480,Iquique,2,Último Ponderada
1439,480,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1440,481,Iquique,1,Último Absoluta
1441,481,Universidad de Concepción,2,Penúltimo Ponderada
1442,481,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1443,482,Colo-Colo,1,Último Absoluta
1444,482,Iquique,2,Último Ponderada
1445,482,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
1446,483,Iquique,1,Último Absoluta
1447,483,Universidad de Concepción,2,Penúltimo Ponderada
1448,483,Audax Italiano,3,Partido Pen Abs vs Ant Pon
1449,484,Coquimbo Unido,1,Último Absoluta
1450,484,Iquique,2,Último Ponderada
1451,484,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1452,485,Coquimbo Unido,1,Último Absoluta
1453,485,Universidad de Concepción,2,Último Ponderada
1454,485,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1455,486,Coquimbo Unido,1,Último Absoluta
1456,486,Iquique,2,Último Ponderada
1457,486,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1458,487,Colo-Colo,1,Último Absoluta
1459,487,Universidad de Concepción,2,Último Ponderada
1460,487,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1461,488,Coquimbo Unido,1,Último Absoluta
1462,488,Iquique,2,Último Ponderada
1463,488,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1464,489,Colo-Colo,1,Último Absoluta
1465,489,Universidad de Concepción,2,Último Ponderada
1466,489,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
1467,490,Coquimbo Unido,1,Último Absoluta
1468,490,Iquique,2,Último Ponderada
1469,490,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1470,491,Iquique,1,Último Absoluta
1471,491,Universidad de Concepción,2,Penúltimo Ponderada
1472,491,Curicó Unido,3,Partido Pen Abs vs Ant Pon
1473,492,Coquimbo Unido,1,Último Absoluta
1474,492,Iquique,2,Último Ponderada
1475,492,Santiago Wanderers,3,Partido Ant Abs vs Pen Pon
1476,493,Coquimbo Unido,1,Último Absoluta
1477,493,Iquique,2,Último Ponderada
1478,493,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1479,494,Colo-Colo,1,Último Absoluta
1480,494,Iquique,2,Último Ponderada
1481,494,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1482,495,Coquimbo Unido,1,Último Absoluta
1483,495,Universidad de Concepción,2,Último Ponderada
1484,495,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1485,496,Iquique,1,Último Absoluta
1486,496,Universidad de Concepción,2,Penúltimo Ponderada
1487,496,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1488,497,Iquique,1,Último Absoluta
1489,497,Universidad de Concepción,2,Penúltimo Ponderada
1490,497,Colo-Colo,3,Partido Pen Abs vs Ant Pon
1491,498,Iquique,1,Último Absoluta
1492,498,Universidad de Concepción,2,Penúltimo Ponderada
1493,498,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1494,499,Iquique,1,Último Absoluta
1495,499,Universidad de Concepción,2,Penúltimo Ponderada
1496,499,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1497,500,Colo-Colo,1,Último Absoluta
1498,500,Iquique,2,Último Ponderada
1499,500,Audax Italiano,3,Partido Ant Abs vs Pen Pon
1500,501,Colo-Colo,1,Último Absoluta
1501,501,Universidad de Concepción,2,Último Ponderada
1502,501,Iquique,3,Partido Pen Abs vs Pen Pon
1503,502,Iquique,1,Último Absoluta
1504,502,Universidad de Concepción,2,Penúltimo Ponderada
1505,502,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1506,503,Coquimbo Unido,1,Último Absoluta
1507,503,Iquique,2,Último Ponderada
1508,503,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1509,504,Iquique,1,Último Absoluta
1510,504,Universidad de Concepción,2,Último Ponderada
1511,504,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1512,505,Coquimbo Unido,1,Último Absoluta
1513,505,Iquique,2,Último Ponderada
1514,505,Colo-Colo,3,Partido Ant Abs vs Pen Pon
1515,506,Iquique,1,Último Absoluta
1516,506,Universidad de Concepción,2,Penúltimo Ponderada
1517,506,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1518,507,Coquimbo Unido,1,Último Absoluta
1519,507,Iquique,2,Último Ponderada
1520,507,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1521,508,Coquimbo Unido,1,Último Absoluta
1522,508,Iquique,2,Último Ponderada
1523,508,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1524,509,Coquimbo Unido,1,Último Absoluta
1525,509,Iquique,2,Último Ponderada
1526,509,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1527,510,Coquimbo Unido,1,Último Absoluta
1528,510,Iquique,2,Último Ponderada
1529,510,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1530,511,Coquimbo Unido,1,Último Absoluta
1531,511,Iquique,2,Último Ponderada
1532,511,Audax Italiano,3,Partido Ant Abs vs Pen Pon
1533,512,Coquimbo Unido,1,Último Absoluta
1534,512,Iquique,2,Último Ponderada
1535,512,Cobresal,3,Partido Ant Abs vs Pen Pon
1536,513,Coquimbo Unido,1,Último Absoluta
1537,513,Iquique,2,Último Ponderada
1538,513,Audax Italiano,3,Partido Ant Abs vs Pen Pon
1539,514,Coquimbo Unido,1,Último Absoluta
1540,514,Iquique,2,Último Ponderada
1541,514,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1542,515,Colo-Colo,1,Último Absoluta
1543,515,Iquique,2,Último Ponderada
1544,515,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1545,516,Coquimbo Unido,1,Último Absoluta
1546,516,Universidad de Concepción,2,Último Ponderada
1547,516,Audax Italiano,3,Partido Pen Abs vs Pen Pon
1548,517,Coquimbo Unido,1,Último Absoluta
1549,517,Iquique,2,Último Ponderada
1550,517,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1551,518,Colo-Colo,1,Último Absoluta
1552,518,Universidad de Concepción,2,Último Ponderada
1553,518,Iquique,3,Partido Pen Abs vs Pen Pon
1554,519,Colo-Colo,1,Último Absoluta
1555,519,Iquique,2,Último Ponderada
1556,519,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
1557,520,La Serena,1,Último Absoluta
1558,520,Iquique,2,Último Ponderada
1559,520,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1560,521,Colo-Colo,1,Último Absoluta
1561,521,Iquique,2,Último Ponderada
1562,521,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1563,522,Iquique,1,Último Absoluta
1564,522,Universidad de Concepción,2,Último Ponderada
1565,522,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
1566,523,Iquique,1,Último Absoluta
1567,523,Universidad de Concepción,2,Penúltimo Ponderada
1568,523,Cobresal,3,Partido Pen Abs vs Ant Pon
1569,524,Coquimbo Unido,1,Último Absoluta
1570,524,Universidad de Concepción,2,Último Ponderada
1571,524,Iquique,3,Partido Pen Abs vs Pen Pon
1572,525,Coquimbo Unido,1,Último Absoluta
1573,525,Iquique,2,Último Ponderada
1574,525,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1575,526,Coquimbo Unido,1,Último Absoluta
1576,526,Universidad de Concepción,2,Último Ponderada
1577,526,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1578,527,Coquimbo Unido,1,Último Absoluta
1579,527,Universidad de Concepción,2,Último Ponderada
1580,527,Iquique,3,Partido Pen Abs vs Pen Pon
1581,528,Iquique,1,Último Absoluta
1582,528,Universidad de Concepción,2,Penúltimo Ponderada
1583,528,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
1584,529,Coquimbo Unido,1,Último Absoluta
1585,529,Iquique,2,Último Ponderada
1586,529,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1587,530,Coquimbo Unido,1,Último Absoluta
1588,530,Iquique,2,Último Ponderada
1589,530,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
1590,531,Colo-Colo,1,Último Absoluta
1591,531,Universidad de Concepción,2,Último Ponderada
1592,531,Iquique,3,Partido Pen Abs vs Pen Pon
1593,532,Coquimbo Unido,1,Último Absoluta
1594,532,Iquique,2,Último Ponderada
1595,532,Colo-Colo,3,Partido Pen Abs vs Pen Pon
1596,533,Colo-Colo,1,Último Absoluta
1597,533,Universidad de Concepción,2,Último Ponderada
